"Authors","Article Title","Source Title","Publication Year","DOI","Document Type","Institution Address","Institution","Country"
"Jagessar, R. C.; Mohamed, Nazrana","Antimicrobial Activities of Selected Plant Extracts from the Guyana's Flora","JOURNAL OF PURE AND APPLIED MICROBIOLOGY","2010.0",NA,"Article","Univ Guyana, Dept Chem, Georgetown, Guyana","Univ Guyana","Other"
"Oliva, Maria de las M.; Beltramino, Emilia; Gallucci, Nicolas; Casero, Carina; Zygadlo, Julio; Demo, Mirta","Antimicrobial activity of essential oils of Aloysia triphylla (L'Her.) Britton from different regions of Argentina","BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS","2010.0",NA,"Article","Univ Nacl Rio Cuarto, Dpto Microb & Inmunol, Cordoba, ArgentinaCat Qca Org UNC, Inst Multidisciplinario Biol Vegetal, Cordoba, Argentina","Cat Qca Org UNC","Argentina"
"Padilha, Itacio Q. M.; Pereira, Andreia V.; Rodrigues, Onaldo G.; Siqueira-Junior, Jose P.; Pereira, Maria do Socorro V.","Antimicrobial activity of Mimosa tenuiflora (Willd.) Poir. from Northeast Brazil against clinical isolates of Staphylococcus aureus","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010000100010","Article","Univ Fed Paraiba, Dept Biol Mol, BR-58059900 Joao Pessoa, Paraiba, BrazilUniv Fed Campina Grande, Dept Vet Med, BR-58700970 Patos de Minas, PB, Brazil",NA,"Brazil"
"Regasini, Luis Octavio; Pivatto, Marcos; Scorzoni, Liliana; Benaducci, Tatiane; Fusco-Almeida, Ana Marisa; Soares Mendes Giannini, Maria Jose; Barreiro, Eliezer Jesus; Siqueira Siva, Dulce Helena; Bolzani, Vanderlan da Silva","Antimicrobial activity of Pterogyne nitens Tul., Fabaceae, against opportunistic fungi","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010005000017","Article","Univ Estadual Paulista, Inst Quim, Dept Quim Organ, BR-14800900 Araraquara, SP, BrazilUniv Estadual Paulista, Dept Anal Clin & Toxicol, Fac Ciencias Farmaceut, BR-14801902 Araraquara, SP, BrazilUniv Fed Rio de Janeiro, Fac Farm, Ctr Ciencias Saude, BR-21944910 Rio De Janeiro, Brazil",NA,"Brazil"
"Fangio, M. F.; Martensen, P. Moller; Roura, S. I.; Fritz, R.","ANTIMICROBIAL ACTIVITY PRODUCED BY BACILLUS SPP. ISOLATED FROM FOOD OF PLANT ORIGIN","ITALIAN JOURNAL OF FOOD SCIENCE","2010.0",NA,"Article","Consejo Nacl Invest Cient & Tecn, RA-1033 Buenos Aires, DF, ArgentinaUniv Nacl Mar del Plata, Fac Ciencias Exactas & Nat, Dept Quim, RA-7600 Mar Del Plata, Buenos Aires, ArgentinaUNMDP, Mar Del Plata, Buenos Aires, ArgentinaAarhus Univ, Aarhus, Denmark",NA,"Argentina"
"Gende, L.; Maggi, M.; van Baren, C.; Lira, A. di Leo; Bandoni, A.; Fritz, R.; Eguaras, M.","Antimicrobial and miticide activities of Eucalyptus globulus essential oils obtained from different Argentine regions","SPANISH JOURNAL OF AGRICULTURAL RESEARCH","2010.0","10.5424/sjar/2010083-1260","Article","Univ Nacl Mar del Plata, Sch Nat & Exact Sci, Arthropods Lab, RA-7600 Mar Del Plata, ArgentinaNatl Council Sci & Tech Res CONICET, Buenos Aires, DF, ArgentinaUniv Buenos Aires, Sch Pharm & Biochem, Chair Pharmacognosy, RA-1053 Buenos Aires, DF, ArgentinaUniv Nacl Mar del Plata, Sch Nat & Exact Sci, Dept Chem, RA-7600 Mar Del Plata, Argentina",NA,"Argentina"
"Brandao, Geraldo Celio; Kroon, Erna Gessien; Duarte, Maria Gorette R.; Braga, Fernao Castro; de Souza Filho, Jose Dias; de Oliveira, Alaide Braga","Antimicrobial, antiviral and cytotoxic activity of extracts and constituents from Polygonum spectabile Mart.","PHYTOMEDICINE","2010.0","10.1016/j.phymed.2010.03.004","Article","Univ Fed Minas Gerais, Dept Prod Farmaceut, Fac Farm, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Dept Microbiol, Inst Ciencias Biol, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Dept Quim, Inst Ciencias Exatas, BR-31270901 Belo Horizonte, MG, Brazil",NA,"Brazil"
"Arancibia, Luz; Naspi, Cecilia; Pucci, Graciela; Arce, Maria","Aromatic plants from Patagonia: chemical composition and antimicrobial activity of the essential oil of Senecio mustersii and S. subpanduratus","BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS","2010.0",NA,"Article","Univ Nacl Patagonia SJB, Fac Ciencias Nat, Catedra Quim Organ, Comodoro Rivadavia, Chubut, ArgentinaUniv Nacl Patagonia SJB, Fac Ciencias Nat, Catedra Microbiol, Comodoro Rivadavia, Chubut, ArgentinaUniv Nacl Patagonia SJB, Fac Ciencias Nat, Catedra Bot, Comodoro Rivadavia, Chubut, Argentina","Univ Nacl Patagonia SJBUniv Nacl Patagonia SJBUniv Nacl Patagonia SJB","Argentina"
"Nader, T.T.; Coppede, J.S.; Amaral, L.A.; Facchin, A.L.; Pereira, A.M.S.; Ferreira, L.M.","AVALIAÇ√åO IN VITRO DA EFIC√ßCIA DE EXTRATOS DE PLANTAS MEDICINAIS DO CERRADO FRENTE STAPHYLOCOCCUS AUREUS ISOLADO DE DIFERENTES FONTES DE PROPRIEDADES LEITEIRAS","Arquivos do Instituto Biológico","2010.0","10.1590/1808-1657v77p4292010","research-article","Universidade Estadual Paulista, BrazilUniversidade de Ribeir¬ão Preto, Brazil","Universidade Estadual PaulistaUniversidade de Ribeir¬ão Preto","Brazil"
"El Abdellaoui, Saida; Destandau, Emilie; Toribio, Alix; Elfakir, Claire; Lafosse, Michel; Renimel, Isabelle; Andre, Patrice; Cancellieri, Perrine; Landemarre, Ludovic","Bioactive molecules in Kalanchoe pinnata leaves: extraction, purification, and identification","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","2010.0","10.1007/s00216-010-4047-3","Article; Proceedings Paper","Univ Orleans, CNRS, Inst Chim Organ & Analyt, UMR 6005, F-45067 Orleans 2, FranceLVMH Rech Parfums & Cosmat, Dept Innovat Actifs, F-45800 St Jean De Braye, FranceUniv Orleans, GLYcoDIAG, F-45067 Orleans 2, France","LVMH Rech Parfums & Cosmat","Other"
"Farago, Paulo V.; Padilha-De-Paula, Josiane de F.; Nakashima, Tomoe; Doell-Boscardin, Patricia M.; Budel, Jane M.; Maia, Beatriz H. L. N. S.","Chemical Composition and Antibacterial Activity of the Essential Oil from Bark of Ocotea puberula (Rich.) Ness","LATIN AMERICAN JOURNAL OF PHARMACY","2010.0",NA,"Article","Univ Estadual Ponta Grossa, Dept Pharmaceut Sci, BR-84030900 Ponta Grosse, Parana, BrazilUniv Fed Parana, Postgrad Program Pharmaceut Sci, Dept Pharm, BR-80210170 Curitiba, Parana, BrazilUniv Fed Parana, Dept Chem, Ctr Politecn Jardim Amer, BR-81531990 Curitiba, Parana, Brazil",NA,"Brazil"
"Barroso Martins, Monica Cristina; Goncalves de Lima, Marcio James; Silva, Flavia Pereira; Azevedo-Ximenes, Eulalia; da Silva, Nicacio Henrique; Pereira, Eugenia Cristina","Cladia aggregata (lichen) from Brazilian Northeast: Chemical Characterization and Antimicrobial Activity","BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY","2010.0","10.1590/S1516-89132010000100015","Article","Univ Fed Pernambuco, Dept Ciencias Geog, Ctr Filosofia & Ciencias Humanas, BR-50740530 Recife, PE, BrazilUniv Fed Pernambuco, Programa Pos Grad Bioquim Fisiol, Recife, PE, BrazilUniv Fed Pernambuco, Dept Antibiot, Recife, PE, BrazilUniv Fed Pernambuco, Dept Bioquim, Ctr Ciencias Biol, Recife, PE, Brazil",NA,"Brazil"
"Silva, Jefferson Rocha A.; Rezende, Claudia M.; Pinto, Angelo C.; Amaral, Ana Claudia F.","Cytotoxicity and antibacterial studies of iridoids and phenolic compounds isolated from the latex of Himatanthus sucuuba","AFRICAN JOURNAL OF BIOTECHNOLOGY","2010.0",NA,"Article","Univ Fed Amazonas, Dept Quim, BR-69077000 Manaus, Amazonas, BrazilUniv Fed Rio de Janeiro, Inst Quim, BR-21945970 Rio de Janeiro, BrazilFarmanguinhos FIOCRUZ R Sizenando Nabuco, Lab Plantas Med & Derivados, BR-21041250 Manguinho, RJ, Brazil",NA,"Brazil"
"Benko-Iseppon, Ana Maria; Crovella, Sergio","Ethnobotanical Bioprospection of Candidates for Potential Antimicrobial Drugs from Brazilian Plants: State of Art and Perspectives","CURRENT PROTEIN & PEPTIDE SCIENCE","2010.0","10.2174/138920310791112129","Review","Univ Fed Pernambuco, Dept Genet, UFPE CCB Genet, BR-50670420 Recife, PE, BrazilUniv Trieste, Dept Dev & Reprod Sci, I-34137 Trieste, ItalyUniv Trieste, Genet Serv, IRCCS Burlo Garofolo, I-34137 Trieste, Italy",NA,"Brazil"
"Soares da Silva, Luiz Lucio; Lima, Edeltrudes de Oliveira; do Nascimento, Silene Carneiro; da Mota, Diogenes Luiz; da Silva, Nicassio Henrique; de Almeida, Edvaldo Rodrigues; Soares da Silva, Marta Gerusa","Evaluation of antibacterial activity of Dioclea grandiflora Mart. ex. Benth., Fabaceae extracts","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010000200012","Article","Univ Fed Paraiba, Lab Tecnol Farmaceut Prof Delby Medeiros, BR-58051970 Joao Pessoa, Paraiba, BrazilUniv Fed Pernambuco, Dept Antibiot, BR-50670420 Recife, PE, BrazilUniv Fed Pernambuco, Dept Histol & Embriol, BR-50670420 Recife, PE, BrazilUniv Fed Pernambuco, Dept Bioquim, Lab Prod Nat, BR-50670420 Recife, PE, BrazilUniv Fed Rural Pernambuco, Dept Zootecnia, BR-50000 Recife, PE, Brazil",NA,"Brazil"
"da Silva, Cinara V.; Reis, Andre L. V.; Ferrer, Suzana R.; Guerreiro, Hygia M. N.; Barros, Tania F.; Velozo, Eudes da S.","Evaluation of the antimicrobial activity of two Rutaceae species from the Brazilian Northeast","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010000300011","Article","Univ Fed Bahia, Fac Farm, Dept Medicamento, Lab Pesquisa Mat Med, BR-40170290 Salvador, BA, BrazilUniv Fed Bahia, Fac Farm, Dept Anal Clin & Toxicol, Lab Pesquisa Microbiol Clin, BR-40170290 Salvador, BA, Brazil",NA,"Brazil"
"Souza-Moreira, Tatiana M.; Moreira, Raquel R. D.; Sacramento, Luis V. S.; Pietro, Rosemeire C. L. R.","Histochemical, phytochemical and biological screening of Plinia cauliflora (DC.) Kausel, Myrtaceae, leaves","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010000100011","Article","Univ Estadual Paulista, Fac Ciencias Farmaceut, Dept Farmacos & Medicamentos, BR-14801902 Araraquara, SP, BrazilUniv Estadual Paulista, Fac Ciencias Farmaceut, Dept Principios Ativos Nat & Toxicol, BR-14801902 Araraquara, SP, Brazil",NA,"Brazil"
"Barboza da Silva, Nina Claudia; Esquibel, Maria Apparecida; Santo Santos, Jaci do Espirito; de Almeida, Mara Zelia; Sampaio, Corine Silva; Barros, Tania Fraga","In vitro antimicrobial activity of extracts from Abarema cochliacarpos (Gomes) Barneby and J. W. Grimes","AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH","2010.0",NA,"Article","Univ Fed Espirito Santo, Plant Prod Dept, BR-29500000 Alegre, ES, BrazilUniv Fed Rio de Janeiro, Hlth Sci Ctr, Plant Biotechnol Postgrad Program, Ilha Fundao, BR-21944970 Rio De Janeiro, RJ, BrazilBarra II Community Assoc, BR-44859000 Morro Do Chapeu, BA, BrazilUniv Fed Bahia, Fac Pharm, BR-40170240 Salvador, BA, Brazil","Barra II Community Assoc","Brazil"
"Viecelli, Clair Aparecida; Stangarlin, José Renato; Kuhn, Odair José; Schwan-Estrada, Kátia Regina Freitas","Indução de resistência em feijoeiro a mancha angular por extratos de micélio de Pycnoporus sanguineus","Summa Phytopathologica","2010.0",NA,"research-article","Universidade Estadual do Oeste do Paran¬áUniversidade Estadual de Maring¬á","Universidade Estadual do Oeste do Paran¬áUniversidade Estadual de Maring¬á","Other"
"Bussmann, R. W.; Malca-Garcia, G.; Glenn, A.; Sharon, D.; Chait, G.; Diaz, D.; Pourmand, K.; Jonat, B.; Somogy, S.; Guardado, G.; Aguirre, C.; Chan, R.; Meyer, K.; Kuhlman, A.; Townesmith, A.; Effio-Carbajal, J.; Frias-Fernandez, F.; Benito, M.","Minimum inhibitory concentrations of medicinal plants used in Northern Peru as antibacterial remedies","JOURNAL OF ETHNOPHARMACOLOGY","2010.0","10.1016/j.jep.2010.07.048","Article","Missouri Bot Garden, William L Brown Ctr, St Louis, MO 63166 USAClin Lab, Clin Anticona, Prolongacion Union 2390, Trujillo, PeruSan Diego State Univ, San Diego, CA 92182 USASUNY Stony Brook, Stony Brook, NY 11794 USAUniv Calif Berkeley, Berkeley, CA 94720 USA","Clin Lab","Peru"
"Fava, Luisa Wolker; Pinto, Andrea Troller","Occurrence of Acidity and Antimicrobial Residues in Raw Milk Delivered at a Dairy Plant in Vale do Taquari, RS, Brazil","ACTA SCIENTIAE VETERINARIAE","2010.0",NA,"Article","Univ Fed Rio Grande do Sul, Fac Vet, Dept Prevent Med, BR-91540000 Porto Alegre, RS, Brazil",NA,"Brazil"
"Alcalde, Sandra M.; Taira, Carlos A.; Hoecht, Christian; Cordoba, Osvaldo L.; Flores, Maria L.","Phytochemistry and Bioactivity of Chiliotrichum diffusum (Astereaceae), a Native Species from the Andean Patagonian.","LATIN AMERICAN JOURNAL OF PHARMACY","2010.0",NA,"Article","Univ Nac Patagonia SJB, Fac Cs Nat CRIDECIT, Comodoro Rivadavia, ArgentinaUniv Buenos Aires, Fac Farm & Bioquim, RA-1113 Buenos Aires, DF, Argentina","Univ Nac Patagonia SJB","Argentina"
"Martins-Ramos, D.; Bortoluzzi, R.L.C.; Mantovani, A.","Plantas medicinais de um remascente de Floresta Ombrófila Mista Altomontana, Urupema, Santa Catarina, Brasil","Revista Brasileira de Plantas Medicinais","2010.0","10.1590/S1516-05722010000300016","research-article","Universidade do Estado de Santa Catarina, Brazil","Universidade do Estado de Santa Catarina","Brazil"
"Napimoga, Marcelo H.; Yatsuda, Regiane","Scientific evidence for Mikania laevigata and Mikania glomerata as a pharmacological tool","JOURNAL OF PHARMACY AND PHARMACOLOGY","2010.0","10.1211/jpp.62.07.0001","Review","Univ Uberaba, Lab Biopathol & Mol Biol, BR-38055500 Uberaba, Minas Gerais, BrazilUniv Fed Bahia, Lab Physiol & Pharmacol, BR-41170290 Salvador, BA, Brazil",NA,"Brazil"
"Diaz, Marisa A. N.; Rossi, Ciro C.; Mendonca, Vitor R.; Silva, Danielle M.; Ribon, Andrea de O. B.; Aguilar, Ananda P.; Munoz, Gaspar D.","Screening of medicinal plants for antibacterial activities on Staphylococcus aureus strains isolated from bovine mastitis","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2010.0","10.1590/S0102-695X2010005000013","Article","Univ Fed Vicosa, Dept Bioquim & Biol Mol, Ctr Ciencias Biol & Saude, BR-36570000 Vicosa, MG, BrazilUniv Fed Minas Gerais, Inst Ciencias Exatas, BR-31270901 Vicosa, MG, Brazil",NA,"Brazil"
"Carpinella, M. C.; Ruiz, G.; Palacios, S. M.","Screening of native plants of central Argentina for antifungal activity","ALLELOPATHY JOURNAL","2010.0",NA,"Article","Catholic Univ Cordoba, Fine Chem & Nat Prod Lab, Sch Chem, RA-5000 Cordoba, ArgentinaCatholic Univ Cordoba, Herbarium Marcelino Sayago, Sch Agr Sci, RA-5000 Cordoba, Argentina",NA,"Argentina"
"Brenda Gende, Liesel; Fernandez, Natalia; Buffa, Franco; Ruiu, Luca; Satta, Alberto; Fritz, Rosalia; Javier Eguaras, Martin; Floris, Ignazio","Susceptibility of Paenibacillus larvae isolates to a tetracycline hydrochloride and Cinnamon (Cinnamomum zeylanicum) essential oil mixture","BULLETIN OF INSECTOLOGY","2010.0",NA,"Article","Univ Sassari, Sez Entomol, Dipartimento Protez Piante, I-07100 Sassari, ItalyUniv Nacl Mar del Plata, Dept Biol, Mar Del Plata, Buenos Aires, ArgentinaUniv Nacl Mar del Plata, Dept Quim, Mar Del Plata, Buenos Aires, ArgentinaComis Nacl Invest Cient & Tecn, CONICET, Buenos Aires, DF, Argentina",NA,"Argentina"
"Mitchell, Angela M.; Strobel, Gary A.; Moore, Emily; Robison, Richard; Sears, Joe","Volatile antimicrobials from Muscodor crispans, a novel endophytic fungus","MICROBIOLOGY-SGM","2010.0","10.1099/mic.0.032540-0","Article","Montana State Univ, Dept Plant Sci, Bozeman, MT 59717 USABrigham Young Univ, Dept Mol Biol & Microbiol, Provo, UT 84602 USARJ Lee Grp, Ctr Lab Serv, Pasco, WA 99301 USA","RJ Lee Grp","USA"
"Avello, Marcia; Valdivia, Rogelio; Mondaca, Maria A.; Ordonez, Jose L.; Bittner, Magalis; Becerra, Jose","Activity of Ugni molinae Turcz. against microorganisms with clinical importance","BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS","2009.0",NA,"Article","Univ Concepcion, Fac Farm, Concepcion, ChileUniv Concepcion, Fac Ciencias Biol, Concepcion, ChileUniv Concepcion, Fac Ciencias Nat & Oceanog, Concepcion, Chile",NA,"Chile"
"Zatta, Daniel T.; Bara, Maria T. F.; Garrote, Clevia F. D.; Pimenta, Fabiana C.; Tresvenzol, Leonice M. F.; Fiuza, Tatiana S.; Paula, Jose R.","Antibacterial Activity of the Crude Ethanol Extract from Jacaranda decurrens Leaves","LATIN AMERICAN JOURNAL OF PHARMACY","2009.0",NA,"Article","Univ Fed Goias, Fac Farm, BR-74001970 Goiania, Go, BrazilUniv Fed Goias, Inst Patol Trop & Saude Publ, BR-74001970 Goiania, Go, BrazilUniv Fed Goias, Inst Ciencias Biol, BR-74001970 Goiania, Go, Brazil",NA,"Brazil"
"Porfirio, Zenaldo; Melo-Filho, Gildo C.; Alvino, Valter; Lima, Maria Raquel F.; Sant'Ana, Antonio E. G.","Antibacterial activity of the hydro-alcoholic extracts of Lafoensia pacari Saint Hil. against multiresistant bacterial strains from hospital source","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2009.0","10.1590/S0102-695X2009000500023","Article","Univ Estadual Ciencias Saude Alagoas, Microbiol Lab, BR-57010382 Maceio, AL, BrazilUniv Fed Alagoas, Escola Enfermagem & Farm, BR-57072970 Maceio, AL, BrazilUniv Fed Alagoas, Inst Quim & Biotecnol, Dept Quim, BR-57072970 Maceio, AL, BrazilUniv Fed Alagoas, Lab Produtos Nat, Inst Quim, BR-57072970 Maceio, AL, Brazil",NA,"Brazil"
"Bouzada, Maria L. M.; Fabri, Rodrigo L.; Nogueira, Mauro; Konno, Tatiana U. P.; Duarte, Gizele G.; Scio, Elita","Antibacterial, cytotoxic and phytochemical screening of some traditional medicinal plants in Brazil","PHARMACEUTICAL BIOLOGY","2009.0","10.1080/13880200802411771","Article","Univ Fed Juiz de Fora, Inst Biol Sci, Dept Biochem, BR-36036900 Juiz De Fora, MG, BrazilUniv Fed Rio de Janeiro, Rio De Janeiro, BrazilUniv Fed Juiz de Fora, Inst Biol Sci, Dept Microbiol Immunol & Parasitol, BR-36036900 Juiz De Fora, MG, Brazil",NA,"Brazil"
"Vega, A. E.; Wendel, G. H.; Maria, A. O. M.; Pelzer, L.","Antimicrobial activity of Artemisia douglasiana and dehydroleucodine against Helicobacter pylori","JOURNAL OF ETHNOPHARMACOLOGY","2009.0","10.1016/j.jep.2009.04.051","Article","Univ Nacl San Luis, Fac Quim Bioquim & Farm, Area Microbiol, RA-5700 San Luis, ArgentinaUniv Nacl San Luis, Fac Quim Bioquim & Farm, Area Farmacol, RA-5700 San Luis, Argentina",NA,"Argentina"
"Silva, Saulo L. da; Oliveira, Viviane Guedes de; Yano, Tomomasa; Nunomura, Rita de Cássia Saraiva","Antimicrobial activity of bergenin from Endopleura uchi (Huber) Cuatrec","Acta Amazonica","2009.0","10.1590/S0044-59672009000100019","research-article","Instituto Nacional de Pesquisas da Amaz¬ônia, BrazilUniversidade Estadual de Campinas, BrazilUniversidade Federal de S¬ão Jo¬ão Del Rei, BrasilInstituto Nacional de Pesquisas da Amaz¬ônia, Brazil","Instituto Nacional de Pesquisas da Amaz¬ôniaUniversidade Estadual de CampinasUniversidade Federal de S¬ão Jo¬ão Del ReiInstituto Nacional de Pesquisas da Amaz¬ônia","Brazil"
"Marciano de Paula, Joelma Abadia; de Paula, Jose Realino; Pimenta, Fabiana Cristina; Rezende, Maria Helena; Freitas Bara, Maria Teresa","Antimicrobial activity of the crude ethanol extract from Pimenta pseudocaryophyllus","PHARMACEUTICAL BIOLOGY","2009.0","10.1080/13880200902969462","Article","Univ Estadual Goias, Curso Farm, BR-75001970 Anapolis, Go, BrazilUniv Fed Goias, Fac Farm, Goiania, Go, BrazilUniv Fed Goias, Inst Patol Trop & Saude Publ, Goiania, Go, BrazilUniv Fed Goias, Inst Ciencias Biol, Goiania, Go, Brazil",NA,"Brazil"
"Silva Junior, Ibere F.; Cechinel Filho, Valdir; Zacchino, Susana A.; Lima, Joaquim Corsino da S.; Martins, Domingos Tabajara de O.","Antimicrobial screening of some-medicinal plants from Mato Grosso Cerrado","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2009.0","10.1590/S0102-695X2009000200011","Article","Univ Fed Mato Grosso, Dept Ciencias Basicas Saude, BR-78060900 Cuiaba, MT, BrazilUniv Vale Itajai, Nucleo Invest Quim Farmaceut, BR-88302202 Itajai, SC, BrazilUniv Nacl Rosario, Fac Ciencias Bioquim & Farmaceut, RA-531 Rosario, ArgentinaUniv Cuiaba, Fac Farm, BR-78015480 Cuiaba, MT, Brazil",NA,"Brazil"
"Guerrini, Alessandra; Sacchetti, Gianni; Rossi, Damiano; Paganetto, Guglielmo; Muzzoli, Mariavittoria; Andreotti, Elisa; Tognolini, Massimiliano; Maldonado, Maria E.; Bruni, Renato","Bioactivities of Piper aduncum L. and Piper obliquum Ruiz & Pavon (Piperaceae) essential oils from Eastern Ecuador","ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","2009.0","10.1016/j.etap.2008.08.002","Article","Univ Parma, Dip Biol Evolut & Funz, Sez Biol Vegetale, I-43100 Parma, ItalyUniv Ferrara, Dip Biol Evoluz, Sez Risorse Agrotecnol & Farmaceut AgriUnife, I-44100 Ferrara, ItalyUniv Parma, Dipartimento Sci Farmacol Biol & Chim Applicate, I-43100 Parma, ItalyUniv Modena & Reggio Emilia, Dipartimento Museo Paleobiol & Orto Bot, Modena, ItalyUniv Politecn Salesiana, Ctr Invest & Valorizac Biodiversidad CiVaBi, Quito, Ecuador",NA,"Ecuador"
"Michielin, Eliane M. Z.; Salvador, Ana A.; Riehl, Carlos A. S.; Smania, Artur, Jr.; Smania, Elza F. A.; Ferreira, Sandra R. S.","Chemical composition and antibacterial activity of Cordia verbenacea extracts obtained by different methods","BIORESOURCE TECHNOLOGY","2009.0","10.1016/j.biortech.2009.07.061","Article","Univ Fed Santa Catarina, Chem & Food Engn Dept, EQA, BR-88040900 Florianopolis, SC, BrazilUniv Fed Rio de Janeiro, Inst Chem, IQ, BR-21941972 Rio De Janeiro, BrazilUniv Fed Santa Catarina, Dept Microbiol & Parasitol, CCB, BR-88040900 Florianopolis, SC, Brazil",NA,"Brazil"
"Monteiro, Juliana Mendes; Vollu, Renata Estebanez; Rodrigues Coelho, Marcia Reed; Alviano, Celuta Sales; Blank, Arie Fitzgerald; Seldin, Lucy","Comparison of the Bacterial Community and Characterization of Plant Growth-Promoting Rhizobacteria from Different Genotypes of Chrysopogon zizanioides (L.) Roberty (Vetiver) Rhizospheres","JOURNAL OF MICROBIOLOGY","2009.0","10.1007/s12275-009-0048-3","Article","Univ Fed Rio de Janeiro, Inst Microbiol Prof Paulo de Goes, BR-21941901 Rio De Janeiro, BrazilUniv Fed Sergipe, Dept Engn Agron, BR-21941590 Aracaju, SE, Brazil",NA,"Brazil"
"Parente, L.M.L.; Silva, M.S.B.; Brito, L.A.B.; Lino-Júnior, R.S.; Paula, J.R.; Trevenzol, L.M.F.; Zatta, D.T.; Paulo, N.M.","Efeito cicatrizante e atividade antibacteriana da Calendula officinalis L. cultivada no Brasil","Revista Brasileira de Plantas Medicinais","2009.0","10.1590/S1516-05722009000400005","research-article","Universidade Federal de Goi¬ás, BrazilUniversidade Federal de Goi¬ás, BrazilUniversidade Federal de Goi¬ás, Brazil","Universidade Federal de Goi¬ásUniversidade Federal de Goi¬ásUniversidade Federal de Goi¬ás","Brazil"
"Lopes de Souza, Sandra Maria; de Vasconcelos, Eliane Carvalho; Dziedzic, Mauricio; Ribas de Oliveira, Cintia Mara","Environmental risk assessment of antibiotics: An intensive care unit analysis","CHEMOSPHERE","2009.0","10.1016/j.chemosphere.2009.08.010","Article","Univ Posit, Grad Program Environm Management, BR-81280330 Curitiba, Parana, Brazil","Univ Posit","Brazil"
"de Miranda, Roqueline R. S.; Duarte, Lucienir P.; Silva, Gracia D. F.; Vieira Filho, Sidney A.; de Carvalho, Paulo B.; Messas, Ana Cristina","Evaluation of antibacterial activity of Mangabarana Austroplenckia populnea Reissek (Celastraceae)","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2009.0","10.1590/S0102-695X2009000300006","Article","Univ Fed Minas Gerais, Dept Quim, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Ouro Preto, DEFAR, Escola Farm, BR-35400000 Ouro Preto, MG, BrazilUniv Oeste Paulista, Dept Microbiol & Imunol, BR-19050900 Presidente Prudente, SP, Brazil",NA,"Brazil"
"Melo e Silva, Fernanda; de Paula, Jose Elias; Espindola, Laila Salmen","Evaluation of the antifungal potential of Brazilian Cerrado medicinal plants","MYCOSES","2009.0","10.1111/j.1439-0507.2008.01647.x","Article","Univ Brasilia, Lab Farmacognosia, BR-70910900 Brasilia, DF, BrazilUniv Brasilia, Lab Anat Vegetal, Dept Bot, Inst Bot, BR-70910900 Brasilia, DF, Brazil",NA,"Brazil"
